Rmonth,Plot,season,Treat,enzyme,assayT,Vmax
19,6,W,Control,XYase,22,0.6
19,7,W,+3°C,XYase,22,0.6
19,8,W,Control,XYase,22,0.48
19,9,W,+3°C,XYase,22,1.04
19,10,W,Control,XYase,22,0.77
22,1,W,+3°C,XYase,30,1.308
22,2,W,Control,XYase,30,1.411
22,3,W,+3°C,XYase,30,1.12
22,4,W,Control,XYase,30,1.677
22,5,W,+3°C,XYase,30,0.998
22,6,W,Control,XYase,30,0.74
22,7,W,+3°C,XYase,30,1.374
22,8,W,Control,XYase,30,0.692
22,9,W,+3°C,XYase,30,1.959
22,10,W,Control,XYase,30,0.731
25,1,W,+3°C,XYase,30,0.895
25,2,W,Control,XYase,30,0.875
25,3,W,+3°C,XYase,30,1.557
25,4,W,Control,XYase,30,0.323
25,5,W,+3°C,XYase,30,0.844
25,6,W,Control,XYase,30,0.271
25,7,W,+3°C,XYase,30,0.587
25,8,W,Control,XYase,30,0.378
25,9,W,+3°C,XYase,30,0.643
25,10,W,Control,XYase,30,0.34
19,1,W,+3°C,XYase,30,1.35
19,2,W,Control,XYase,30,1.34
19,3,W,+3°C,XYase,30,1.81
19,4,W,Control,XYase,30,2.01
19,5,W,+3°C,XYase,30,1.43
19,6,W,Control,XYase,30,1.04
19,7,W,+3°C,XYase,30,1.38
19,8,W,Control,XYase,30,1.1
19,9,W,+3°C,XYase,30,1.2
19,10,W,Control,XYase,30,1.31
22,1,W,+3°C,XYase,40,1.965
22,2,W,Control,XYase,40,1.507
22,3,W,+3°C,XYase,40,1.602
22,4,W,Control,XYase,40,2.164
22,5,W,+3°C,XYase,40,1.423
22,6,W,Control,XYase,40,0.905
22,7,W,+3°C,XYase,40,1.616
22,8,W,Control,XYase,40,0.904
22,9,W,+3°C,XYase,40,1.206
22,10,W,Control,XYase,40,1.001
25,1,W,+3°C,XYase,40,1.23
25,2,W,Control,XYase,40,1.38
25,3,W,+3°C,XYase,40,2.204
25,4,W,Control,XYase,40,0.606
25,5,W,+3°C,XYase,40,1.351
25,6,W,Control,XYase,40,0.386
25,7,W,+3°C,XYase,40,1.112
25,8,W,Control,XYase,40,0.667
25,9,W,+3°C,XYase,40,0.941
25,10,W,Control,XYase,40,0.461
19,1,W,+3°C,XYase,40,2.14
19,2,W,Control,XYase,40,1.53
19,3,W,+3°C,XYase,40,1.96
19,4,W,Control,XYase,40,2.65
19,5,W,+3°C,XYase,40,2.03
19,6,W,Control,XYase,40,1.38
19,7,W,+3°C,XYase,40,1.92
19,8,W,Control,XYase,40,1.37
19,9,W,+3°C,XYase,40,1.7
19,10,W,Control,XYase,40,1.87
19,1,W,+3°C,LPase,10,19.8
19,2,W,Control,LPase,10,13.4
19,3,W,+3°C,LPase,10,6.9
19,4,W,Control,LPase,10,6.6
19,5,W,+3°C,LPase,10,5.4
19,6,W,Control,LPase,10,10.5
19,7,W,+3°C,LPase,10,7.1
19,8,W,Control,LPase,10,3.7
19,9,W,+3°C,LPase,10,6.1
19,10,W,Control,LPase,10,13.7
22,1,W,+3°C,LPase,10,7.7
22,2,W,Control,LPase,10,5.1
22,3,W,+3°C,LPase,10,3
22,4,W,Control,LPase,10,2.1
22,5,W,+3°C,LPase,10,2.6
22,6,W,Control,LPase,10,3.2
22,7,W,+3°C,LPase,10,5.2
22,8,W,Control,LPase,10,2.5
22,9,W,+3°C,LPase,10,3.8
22,10,W,Control,LPase,10,5.8
19,1,W,+3°C,LPase,22,34
19,2,W,Control,LPase,22,21.8
19,3,W,+3°C,LPase,22,14.7
19,4,W,Control,LPase,22,15.4
19,5,W,+3°C,LPase,22,11.7
19,6,W,Control,LPase,22,20.4
19,7,W,+3°C,LPase,22,16
19,8,W,Control,LPase,22,11.4
19,9,W,+3°C,LPase,22,11.9
19,10,W,Control,LPase,22,20.3
22,1,W,+3°C,LPase,22,14.9
22,2,W,Control,LPase,22,10.8
22,3,W,+3°C,LPase,22,6.8
22,4,W,Control,LPase,22,5.9
22,5,W,+3°C,LPase,22,5.2
22,6,W,Control,LPase,22,7.7
22,7,W,+3°C,LPase,22,11.5
22,8,W,Control,LPase,22,6.7
22,9,W,+3°C,LPase,22,8.2
22,10,W,Control,LPase,22,10.3
19,1,W,+3°C,LPase,30,60.3
19,2,W,Control,LPase,30,41.3
19,3,W,+3°C,LPase,30,29.6
19,4,W,Control,LPase,30,33.5
19,5,W,+3°C,LPase,30,21.6
19,6,W,Control,LPase,30,40.8
19,7,W,+3°C,LPase,30,32.1
19,8,W,Control,LPase,30,23.7
19,9,W,+3°C,LPase,30,25.8
19,10,W,Control,LPase,30,44.3
22,1,W,+3°C,LPase,30,22.1
22,2,W,Control,LPase,30,18.8
22,3,W,+3°C,LPase,30,11.8
22,4,W,Control,LPase,30,10.8
22,5,W,+3°C,LPase,30,9.9
22,6,W,Control,LPase,30,12.7
22,7,W,+3°C,LPase,30,20.1
22,8,W,Control,LPase,30,13.4
22,9,W,+3°C,LPase,30,14.9
22,10,W,Control,LPase,30,21.4
19,1,W,+3°C,LPase,40,81.8
19,2,W,Control,LPase,40,59.6
19,3,W,+3°C,LPase,40,41.6
19,4,W,Control,LPase,40,46.5
19,5,W,+3°C,LPase,40,24.5
19,6,W,Control,LPase,40,48
19,7,W,+3°C,LPase,40,48.7
19,8,W,Control,LPase,40,31.7
19,9,W,+3°C,LPase,40,31.6
19,10,W,Control,LPase,40,54.7
22,1,W,+3°C,LPase,40,54.8
22,2,W,Control,LPase,40,44.1
22,3,W,+3°C,LPase,40,31
22,4,W,Control,LPase,40,28.5
22,5,W,+3°C,LPase,40,19.2
22,6,W,Control,LPase,40,29.1
22,7,W,+3°C,LPase,40,49
22,8,W,Control,LPase,40,24.9
22,9,W,+3°C,LPase,40,41
22,10,W,Control,LPase,40,48.3
22,1,W,+3°C,PXase,10,NA
22,2,W,Control,PXase,10,NA
22,3,W,+3°C,PXase,10,NA
22,4,W,Control,PXase,10,NA
22,5,W,+3°C,PXase,10,NA
22,6,W,Control,PXase,10,NA
22,7,W,+3°C,PXase,10,NA
22,8,W,Control,PXase,10,NA
22,9,W,+3°C,PXase,10,NA
22,10,W,Control,PXase,10,NA
22,1,W,+3°C,PXase,22,98
22,2,W,Control,PXase,22,81
22,3,W,+3°C,PXase,22,90
22,4,W,Control,PXase,22,81
22,5,W,+3°C,PXase,22,62
22,6,W,Control,PXase,22,85
22,7,W,+3°C,PXase,22,32
22,8,W,Control,PXase,22,48
22,9,W,+3°C,PXase,22,86
22,10,W,Control,PXase,22,63
22,1,W,+3°C,PXase,30,143
22,2,W,Control,PXase,30,131
22,3,W,+3°C,PXase,30,144
22,4,W,Control,PXase,30,63
22,5,W,+3°C,PXase,30,90
22,6,W,Control,PXase,30,103
22,7,W,+3°C,PXase,30,140
22,8,W,Control,PXase,30,142
22,9,W,+3°C,PXase,30,137
22,10,W,Control,PXase,30,179
22,1,W,+3°C,PXase,40,208
22,2,W,Control,PXase,40,184
22,3,W,+3°C,PXase,40,206
22,4,W,Control,PXase,40,144
22,5,W,+3°C,PXase,40,184
22,6,W,Control,PXase,40,233
22,7,W,+3°C,PXase,40,131
22,8,W,Control,PXase,40,201
22,9,W,+3°C,PXase,40,196
22,10,W,Control,PXase,40,164
